	Instance Health Rules							UPDATES																	
SKU	Product Area	Rule Name	Rule ID	Config Reference	Description	Current Feature ID	Current Feature Name	Action to be taken	Feature Alignment	Updated Description (If needed)	Updates to rule logic (If needed)	Notes	Required changes	Progress
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Skill proficiencies	skill_proficiences		Checks whether skill proficiency tracking is configured for Skill Assessments when role skills are enabled in Career Hub.<br><br><h5>Impact of Failure</h5>Without this configuration, tracking employee proficiency in role-related skills during assessments will not function, reducing upskilling effectiveness.	skill_assessments_v2_with_role_skills	Skill Assessments v2 with role skills enabled	Update	Assessments 2.0	NA	NA		Alignment	Need More Info
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Skill assessments	profile_page_skill_assessments		Checks whether Skill Assessments are configured on the employee profile page, enabling direct access for employees to complete assessments aligned with role skills.<br><br><h5>Impact of Failure</h5>If not configured, employees will not see Skill Assessments on their profiles, reducing participation and tracking.	skill_assessments_v2_with_role_skills	Skill Assessments v2 with role skills enabled	Update	Assessments 2.0	NA	NA		Alignment	Need More Info
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Skill proficiencies	skill_proficiences		Checks whether skill proficiency configurations are enabled for Skill Assessments within Career Hub, ensuring proper tracking of skill assessment behaviors.<br><br><h5>Impact of Failure</h5>If not configured, skill proficiency tracking during assessments will not function, impacting employee skill profiling and progress tracking.	skill_assessments_v2	Skill Assessments v2	Update	Assessments 2.0	NA	NA		Alignment	Partial Complete
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Skill assessments	profile_page_skill_assessments		Checks whether Skill Assessments are configured within the profile page layout, enabling employees to access and complete assessments directly from their profile.<br><br><h5>Impact of Failure</h5>Without this configuration, employees will not see or access Skill Assessments from their profile, limiting skill tracking and upskilling workflows.	skill_assessments_v2	Skill Assessments v2	Update	Assessments 2.0	NA	NA		Alignment	Partial Complete
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Skill assessment access check enabled	skill_assessment_default_access		Checks whether access checks for Skill Assessments are enabled in Career Hub, allowing controlled access to assessment workflows.<br><br><h5>Impact of Failure</h5>Without this configuration, skill assessments may not respect access rules, leading to inconsistent user experience.	skill_assessments_v2	Skill Assessments v2	Update	Assessments 2.0	NA	NA			Partial Complete
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Skill assessment access check enabled	skill_assessment_default_access		Checks whether access checks for Skill Assessments are enabled when role skills are configured, ensuring assessments respect access control and role-based workflows.<br><br><h5>Impact of Failure</h5>Without this configuration, assessments may bypass access control, leading to inconsistencies in who can access skill assessments.	skill_assessments_v2_with_role_skills	Skill Assessments v2 with role skills enabled	Update	Assessments 2.0	Checks whether access checks for Skill Assessments are enabled when role skills are configured, ensuring assessments respect access control and role-based workflows.<br><br><h5>Impact of Failure</h5>Without this configuration, assessments may bypass access control, leading to role skills not appearing	NA			Need More Info
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Employee Engagement Enabled	employee_engagement_enabled		Checks whether employee engagement tracking is enabled in Career Hub when using Skill Assessments with role skills, allowing for monitoring and improvement of employee participation in upskilling workflows.<br><br><h5>Impact of Failure</h5>If not enabled, engagement tracking will not function, reducing visibility into employee participation in skill development.	skill_assessments_v2_with_role_skills	Skill Assessments v2 with role skills enabled	Update	Assessments 2.0	Checks whether employee engagement tracking is enabled in Career Hub when using Skill Assessments with role skills, allowing for monitoring and improvement of employee participation in skill development.<br><br><h5>Impact of Failure</h5>If not enabled, engagement tracking will not function, reducing visibility into employee participation in skill development.	NA			Need More Info
Talent Managment Core	Talent Management - Core	Upskilling tab exists under own profile page	upskilling_display_config		Checks whether the Upskilling tab is configured to appear under the employee's own profile page, enabling employees to view and manage upskilling plans within Career Hub.<br><br><h5>Impact of Failure</h5>If not configured, employees will not see the Upskilling tab, reducing visibility into upskilling opportunities.	upskilling	Upskilling	Update	Skills Development	NA	NA		alignment	Partial Complete
Talent Managment Core	Talent Management - Core	Profile skills quality	profile_skills_quality		Checks whether at least 75% of employee profiles have at least one skill added, ensuring profiles are enriched for recommendations and skill-based workflows.<br><br><h5>Impact of Failure</h5>Insufficient skills on profiles will reduce the effectiveness of recommendations and insights across Talent Management modules.	employee_skills_dashboard	Employee Skills Dashboard	Update	Core Talent Management (Employee Profiles and Career Hub homepage)	NA	NA			Partial Complete
Talent Managment Core	Talent Management - Core	Recommended Jobs	recommended_jobs_filter_list		Ensures the filter list for recommended jobs in Career Hub is configured. This feed shows jobs personalized for the employee based on their profile and preferences.<br><br><h5>Impact of Failure</h5>If not configured, employees may receive irrelevant job recommendations, reducing engagement with the Career Hub.	recommendation_feeds	Recommendation Feeds	Update	Core Talent Management (Employee Profiles and Career Hub homepage)	NA	NA			Partial Complete
Talent Managment Core	Talent Management - Core	Similar People	similar_people_filter_list		Ensures the filter list for similar people recommendations in Career Hub is configured. This feature shows employees other people with similar current or target titles for networking and exploration.<br><br><h5>Impact of Failure</h5>If not configured, employees may see irrelevant recommendations or fail to see potential peers, reducing the utility of Career Hub.	recommendation_feeds	Recommendation Feeds	Update	Core Talent Management (Employee Profiles and Career Hub homepage)	NA	NA			Partial Complete
Talent Managment Core	Talent Management - Core	Career Hub Home Page Card Configuration	ta_email_template_variables_cj	Home page feature cards may be disabled. Go to  integrations/career_hub_base_config::product_configs>employee'>Career Hub Base Config</a> and verify:<br>1. In 'home_page_config' > 'cards', enable desired feature cards<br>2. For Mentors: ensure 'recommended_mentors' card is enabled<br>3. For Courses: ensure 'recommended_courses' card is enabled<br>4. For Career Navigator: ensure 'career_navigator_tour' card is enabled<br>5. Check card display order and personalization settings	Ensures that key Career Hub feature cards are enabled and visible on the employee home page, including Mentors, Courses, Career Navigator Tour, and other discovery features.<br><br><h5>Impact of Failure</h5>Important Career Hub features are not visible to employees on their home page, reducing feature discoverability and adoption.	NA	NA	Update	Core Talent Management (Employee Profiles and Career Hub homepage)	NA	NA			Need More Info
Talent Managment Core	Talent Management - Core	Employee Engagement Enabled	employee_engagement_enabled		Checks whether employee engagement features are enabled in Career Hub to track and encourage participation in upskilling and career development workflows.<br><br><h5>Impact of Failure</h5>If not enabled, employee engagement tracking and related workflows will not function, reducing visibility into participation.	skill_assessments_v2	Skill Assessments v2	Update	Core Talent Management (Employee Profiles and Career Hub homepage)	Checks whether employee engagement features are enabled in Career Hub to track and encourage participation in upskilling/development plan workflows.<br><br><h5>Impact of Failure</h5>If not enabled, employee engagement tracking and related workflows will not function, reducing visibility into participation.	NA		desc and align	Partial Complete
Talent Managment Core	Talent Management - Core	Employee Hiring Bands	employee_hiring_bands		Ensures that employee hiring bands are set up and linked to the correct seniority levels in the calibration settings. This helps align employees and roles by level, enabling accurate search, recommendations, and analytics.<br><br><h5>Impact of Failure</h5>Missing or incorrect bands can lead to mismatched job recommendations, broken filters, and inaccurate seniority-based indexing.	base_tm	Basic TM	Update	Core Talent Management (Employee Profiles and Career Hub homepage)	Ensures that employee hiring bands are set up and linked to the correct seniority levels in the calibration settings. This aligns employees and roles by level, enabling accurate search, recommendations, and analytics.<br><br><h5>Impact of Failure</h5>Missing or incorrect bands can lead to mismatched job recommendations, broken filters, inaccurate seniority-based indexing, and will also affect mentorship recommendations if hiring bands are not configured.	NA		desc and align	Partial Complete
Talent Managment Core	Talent Management - Core	Skills across all courses	course_skills_count_rule		Checks whether courses have skills tied to them, which is essential for filtering and recommending courses in the upskilling plan workflow.<br><br><h5>Impact of Failure</h5>Courses without associated skills cannot be recommended accurately, reducing the effectiveness of upskilling recommendations.	Courses	Courses	Keep as is	Courses	NA	NA			Complete
Talent Managment Core	Talent Management - Core	My courses	my_courses		Ensures the "My Courses" section is available in the Career Hub navigation bar, providing employees with access to assigned, in-progress, and completed courses in one place.<br><br><h5>Impact of Failure</h5>If missing, employees may struggle to track learning progress or locate relevant courses, reducing participation in development initiatives.	courses	Learning/ Courses	Keep as is	Courses	NA	NA			Complete
Talent Managment Core	Talent Management - Core	Courses explore	explore_course		Ensures the "Courses Explore" feature is enabled, allowing employees to browse and search for courses using various filters to discover learning opportunities aligned with their goals.<br><br><h5>Impact of Failure</h5>If not enabled, employees may struggle to find relevant courses, reducing participation in learning initiatives.	courses	Learning/ Courses	Keep as is	Courses	NA	NA			Complete
Talent Managment Core	Talent Management - Core	Courses global search	global_search_course		Ensures courses are integrated into Global Search, allowing employees to find relevant courses alongside other entities within the platform.<br><br><h5>Impact of Failure</h5>If not enabled, employees may find it difficult to search for courses, reducing participation in development programs.	courses	Learning/ Courses	Keep as is	Courses	NA	NA			Complete
Talent Managment Core	Talent Management - Core	Skills across all courses	course_skills_count_rule		Tracks the percentage of courses with associated skills, ensuring course suggestions for upskilling plans are relevant and skills-based.<br><br><h5>Impact of Failure</h5>Low skill mapping reduces the effectiveness of course recommendations for upskilling plans.	courses	Learning/ Courses	Update	Courses	Tracks the percentage of courses with associated skills, ensuring course suggestions for upskilling plans, career navigator paths & course recommendations are relevant and skills-based.<br><br><h5>Impact of Failure</h5>Low skill mapping reduces the effectiveness of course recommendations across TM	NA		desc and align	Partial Complete
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should have level	employee_level_quality		Checks if most employees have a level defined in their profile, which is essential for seniority inference and accurate role initialization in Career Navigator.<br><br><h5>Impact of Failure</h5>Missing employee levels can break matching, reduce recommendation quality, and disrupt seniority-based workflows.	career_navigator	Career Navigator	Update	Data Health	NA	NA			Need More Info
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should have their associated levels defined in Internal mobility config	employee_levels_in_internal_mobility_config_quality		Checks if employee levels are defined in the Internal Mobility configuration, which is critical for role hierarchy and accurate matching in Career Navigator.<br><br><h5>Impact of Failure</h5>Missing level configurations can lead to incorrect eligibility calculations and limit internal mobility workflows.	career_navigator	Career Navigator	Update	Data Health	NA	NA			Need More Info
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should have job code	employee_job_code_quality		Checks whether employees have job codes defined in their profiles. Job codes are critical in Talent Management for succession planning, Career Navigator, and linking employees to roles. They also help auto-initialize roles based on employee count.<br><br><h5>Impact of Failure</h5>If job codes are missing, role mapping and initialization may fail, affecting downstream workflows like succession tracking and internal mobility visibility.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should have level	employee_level_quality		Checks whether most employees have a level defined in their profiles. Levels are used to infer employee seniority and help auto-initialize roles with the appropriate seniority for planning and mobility workflows.<br><br><h5>Impact of Failure</h5>Missing level data affects seniority inference, which can break key features like matching, recommendations, and role creation logic.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	Employee business unit quality	employee_business_unit_quality		Checks whether most employees have a Business Unit (BU) defined in their profiles. This field is essential for organizational grouping, permissioning, analytics, and segmentation in Talent Management workflows.<br><br><h5>Impact of Failure</h5>Missing Business Unit values can lead to misaligned access permissions, broken analytics, and ineffective organizational grouping in the platform.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of positions should have hiring_band	position_hiring_band_data_quality		Checks whether most positions have a hiring band defined. Hiring bands are critical for enabling job recommendations within the eligible band range, based on the employee's level.<br><br><h5>Impact of Failure</h5>Missing hiring band data prevents accurate job recommendations and breaks band-based eligibility logic in Career Hub workflows.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should have location	employee_location_quality		Checks whether most employees have a location defined in their profile. Employee location is essential for accurate job recommendations, geo-based insights, and experience personalization.<br><br><h5>Impact of Failure</h5>Missing location data limits personalized experiences, reduces relevance of job recommendations, and may affect location-based reporting and permissions.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should have hiring_date	employee_hiring_date_quality		Checks whether most employees have a hiring date defined in their profile. Hiring date is essential for tenure calculations, workforce analysis, and insights related to attrition and experience.<br><br><h5>Impact of Failure</h5>Missing hiring dates can impact employee tenure analytics, reduce accuracy of workforce reports, and affect downstream features such as retention tracking.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should have seniority level	employee_current_title_seniority_quality		Checks whether most employees have a seniority level derived from their current title. Seniority is essential for talent management workflows, influencing job recommendations, benchmarking, and succession planning.<br><br><h5>Impact of Failure</h5>Missing seniority levels can lead to inaccurate matching, ineffective internal mobility recommendations, and breakdowns in career pathing logic.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should have lob (Line of Business)	employee_division_quality		Checks whether most employees have a defined division (Line of Business). Division data is crucial for understanding employee roles and for auto-initializing role business functions in career and mobility workflows.<br><br><h5>Impact of Failure</h5>Missing division (LOB) values may result in inaccurate role mapping and broken logic for career pathing, recommendations, and workforce planning.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of roles should have job code	role_job_code_quality		Checks whether most roles have a job code defined. Job codes uniquely identify roles and enable Talent Management products to map employees to the correct roles and support accurate succession, pipeline, and mobility workflows.<br><br><h5>Impact of Failure</h5>Missing job codes for roles can break employee-role mapping, reduce matching accuracy, and affect downstream processes that rely on role uniqueness.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of roles should have titles	role_title_quality		Checks whether most roles have titles defined. Titles are critical for all roles as they drive recommendations and support matching in Talent Management modules like Career Navigator.<br><br><h5>Impact of Failure</h5>Missing role titles can break job matching, reduce recommendation quality, and impact visibility in career planning workflows.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of roles should have an associated level	role_level_quality		Checks whether most roles have an associated level defined. Levels help determine role seniority and hierarchy, supporting accurate recommendations and career pathing in Talent Management modules like Career Navigator.<br><br><h5>Impact of Failure</h5>Missing role levels can break seniority inference, reduce the effectiveness of matching and recommendations, and affect career planning workflows.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of roles should have their associated levels defined in Internal mobility config	role_levels_in_internal_mobility_config_quality		Checks whether most roles have their associated levels defined in the Internal Mobility configuration. This setup is critical for understanding role hierarchy and supporting eligibility, matching, and internal mobility workflows.<br><br><h5>Impact of Failure</h5>Missing role levels in the configuration can lead to incorrect eligibility checks, poor matching, and breakdowns in career planning workflows.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of roles should have business function	role_lob_quality		Checks whether most roles have a business function defined. Business functions help determine the domain of a role and influence job recommendations and matching in Career Navigator and other Talent Management modules.<br><br><h5>Impact of Failure</h5>Missing business function data can reduce the quality of recommendations, affect domain-based matching, and break role grouping in career planning workflows.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of projects should have skills	projects_with_skills_rule		Checks whether most projects have skills tagged. Associating skills with projects helps showcase employee capabilities, supports accurate skill mapping, and improves internal mobility and development planning.<br><br><h5>Impact of Failure</h5>Projects without skills reduce the platform's ability to infer employee capabilities, impacting skill-based recommendations and visibility in internal searches.	base_tm	Basic TM	Update	Data Health	NA	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should have manager email	employee_manager_email_quality		Checks whether most employees have a manager email defined. Manager emails are used to determine reporting structure, support org chart visualization, and enable permission controls based on managerial hierarchy.<br><br><h5>Impact of Failure</h5>If manager emails are missing, org charts may be incomplete, and manager-based workflows or permissions may not function as intended.	base_tm	Basic TM	Update	Data Health	Checks that most employees have their manager's email address. Manager emails are needed to show who reports to whom, create org charts, and control access based on management levels. Impact of Failure Without manager emails, org charts will be incomplete, manager-based features won't work properly, and skills assessments (which require manager assessment) will be incomplete.	NA
Talent Managment Core	Talent Management - Core	Valid manager email	valid_manager_email		Checks whether most employees have a valid manager email assigned. A valid manager email must match the email of an existing employee profile. This is required to build accurate org charts and enforce permission rules based on managerial relationships.<br><br><h5>Impact of Failure</h5>If manager emails are missing or invalid, org charts may be incomplete, and features relying on manager-based permissions (like approvals and insights) may not function correctly.	base_tm	Basic TM	Update	Data Health	NA	Rule checks for the presence of an email. Absence of an email is treated as invalid. True email validity check would be checking for email domain name.
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should not be thin profiles	employee_thin_profile_quality		Tracks the percentage of employees who do not have a thin profile. Ensuring complete employee profiles is important for accurate matching, recommendations, and workforce insights.<br><br><h5>Impact of Failure</h5>A high percentage of thin profiles limits the effectiveness of Talent Management features, reduces the quality of recommendations, and impacts analytics and reporting accuracy.	base_tm	Basic TM	Update	Data Health	The rule can be stated positively instead of negation. Eg: At least 95% of employees should have enriched profiles Rich employee profiles are essential for accurate job matching, high-quality recommendations, and meaningful workforce insights. Impact of Failure When too many employees have basic profiles with minimal information, Talent Management features become less effective, recommendations lose quality, and analytics become less accurate and useful. This metric passes when at least 95% of employees have enriched profiles.	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of courses should have skills	courses_with_skills_rule		Checks whether most courses have skills tagged. Skills are essential for delivering accurate course recommendations, enabling skill-based learning paths, and improving the relevance of suggestions within Talent Management workflows.<br><br><h5>Impact of Failure</h5>Courses without skills cannot be recommended effectively, reducing the quality of learning paths and personalized suggestions for employees.	base_tm	Basic TM	Update	Data Health	NA	The rule does not specifically track for presense of skills. This should be added.
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of courses should have title	courses_with_title_rule		Checks whether most courses have a title defined. Course titles are essential for identifying content, improving discoverability, and inferring skills that employees can learn from the course.<br><br><h5>Impact of Failure</h5>Courses without titles are difficult to identify and cannot be used effectively for recommendations, reducing engagement with learning resources.	base_tm	Basic TM	Update	Data Health	NA	The rule may not be working as expected. Even if course.title is present, the rule flags as fail.
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of courses should have relevant (50+ words) description	courses_with_description_rule		Checks whether most courses have a relevant description of at least 50 words. Course descriptions help employees understand course content and are used to infer skills associated with the course for recommendations.<br><br><h5>Impact of Failure</h5>Courses without sufficient descriptions are harder to discover, reduce learner engagement, and limit the platform's ability to map skills for personalized recommendations.	base_tm	Basic TM	Update	Data Health	NA	The rule may not be working as expected. Even if course.description is present, the rule flags as fail.
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of projects should have title	projects_with_title_rule		Checks whether most projects have a title defined. Project titles are important for identifying and showcasing work, enabling discoverability and supporting career development conversations.<br><br><h5>Impact of Failure</h5>Projects without titles are harder to identify, reducing their visibility within employee profiles and limiting their use in growth and development planning.	base_tm	Basic TM	Update	Data Health	Checks whether most projects have a title defined. Project titles are important for identifying and showcasing work, enabling discoverability and supporting career development conversations.<br><br><h5>Impact of Failure</h5>Projects without titles are harder to identify, reducing their visibility within employee profiles and limiting their use in growth and development planning.	NA
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of projects should have description	projects_with_description_rule		Checks whether most projects have a description provided. Project descriptions add context to employees' work, making it easier to showcase contributions and align them with skill development and career goals.<br><br><h5>Impact of Failure</h5>Projects without descriptions provide limited value in profiles, reducing visibility in internal searches and weakening career development insights.	base_tm	Basic TM	Update	Data Health	NA	Passing Rule needs to be reviewed. I found a rule that said 26 out of 64 had description. But the passing rule had 0 projects.
Talent Managment Core	Talent Management - Core	Redirect to ATS	ijp_apply_redirect_url		Checks that the redirect URL configuration for job applications in Internal Mobility is set. If apply_through_api is not supported by the ATS, the system should redirect employees using apply_url_template or apply_url_config.<br><br><h5>Impact of Failure</h5>If not configured, employees may face issues applying to jobs, leading to application failures and frustration.	internal_mobility	Internal Mobility	Keep as is	Internal Mobility (One-Click Apply or redirect to ATS for employees)	NA	NA
Talent Managment Core	Talent Management - Core	Careerhub employee max resume size bytes	careerhub_employee_max_resume_size_bytes		Ensures the maximum allowed resume upload size for job applications in Career Hub is configured. Setting this value prevents upload errors, enabling a smooth application experience for employees.<br><br><h5>Impact of Failure</h5>If not configured, users may encounter errors when uploading large resumes, leading to frustration and potential drop-offs during the application process.	base_tm	Basic TM	Update	Internal Mobility (One-Click Apply or redirect to ATS for employees)	NA	NA			Partial Complete
Talent Managment Core	Talent Management - Core	Careerhub employee allowed file extensions for resume	careerhub_employee_allowed_file_types		Ensures that the allowed file extensions for resume uploads are properly configured in Career Hub for employees. This prevents upload errors, ensures compatibility, and supports a seamless user experience during job applications.<br><br><h5>Impact of Failure</h5>If not configured, employees may encounter errors when uploading resumes, leading to frustration and lower participation in career site activities.	base_tm	Basic TM	Update	Internal Mobility (One-Click Apply or redirect to ATS for employees)	NA	NA			Partial Complete
